Date,ANZ,Date,AVH,Date,VGAD
3/4/2015,35.24,3/4/2015,1.36,3/4/2015,53.38
3/5/2015,35.22,3/6/2015,1.36,3/5/2015,53.76
3/6/2015,35.11,3/12/2015,1.11,3/6/2015,53.56
3/9/2015,34.88,3/13/2015 ,1.18,3/9/2015,52.6
3/10/2015,35.02,3/16/2015 ,1.22,3/10/2015,53.08
3/11/2015,34.94,3/17/2015 ,1.22,3/11/2015,52.44
3/12/2015,35.36,3/18/2015 ,1.24,3/12/2015,52.69
3/13/2015 ,35.16,3/19/2015 ,1.15,3/13/2015 ,53.07
3/16/2015 ,35.27,3/20/2015 ,1.15,3/16/2015 ,52.99
3/17/2015 ,35.63,3/23/2015 ,1.15,3/17/2015 ,53.45
3/18/2015 ,35.64,3/24/2015 ,1.16,3/18/2015 ,55.35
3/19/2015 ,36.34,3/25/2015 ,1.15,3/19/2015 ,54.23
3/20/2015 ,36.5,3/27/2015 ,1.13,3/20/2015 ,53.93
3/23/2015 ,36.51,3/30/2015 ,1.11,3/23/2015 ,54.44
3/24/2015 ,36.6,3/31/2015 ,1.13,3/24/2015 ,54.25
3/25/2015 ,36.9,4/2/2015,1.11,3/25/2015 ,54.12
3/26/2015 ,36.11,4/7/2015,1.09,3/26/2015 ,53.47
3/27/2015 ,36.51,4/8/2015,1.09,3/27/2015 ,53.46
3/30/2015 ,36.07,4/9/2015,1.2,3/30/2015 ,53.44
3/31/2015 ,36.35,4/10/2015,1.22,3/31/2015 ,53.88
4/1/2015,36.16,4/13/2015 ,1.24,4/1/2015,53.12
4/2/2015,36.38,4/14/2015 ,1.32,4/2/2015,53.35
4/7/2015,36.61,4/15/2015 ,1.31,4/7/2015,53.56
4/8/2015,36.5,4/16/2015 ,1.31,4/8/2015,54.03
4/9/2015,36.33,4/17/2015 ,1.32,4/9/2015,54.11
4/10/2015,36.51,4/20/2015 ,1.38,4/10/2015,54.58
4/13/2015 ,36.45,4/21/2015 ,1.38,4/13/2015 ,54.74
4/14/2015 ,36.03,4/22/2015 ,1.38,4/14/2015 ,54.8
4/15/2015 ,35.66,4/24/2015 ,1.32,4/15/2015 ,54.71
4/16/2015 ,35.73,4/27/2015 ,1.36,4/16/2015 ,55.19
4/17/2015 ,35.32,4/28/2015 ,1.32,4/17/2015 ,54.77
4/20/2015 ,35.36,4/29/2015 ,1.34,4/20/2015 ,54.28
4/21/2015 ,35.48,4/30/2015 ,1.32,4/21/2015 ,54.63
4/22/2015 ,35.21,5/1/2015,1.38,4/22/2015 ,54.62
4/23/2015 ,34.98,5/6/2015,1.38,4/23/2015 ,54.84
4/24/2015 ,35.44,5/7/2015,1.29,4/24/2015 ,54.84
4/27/2015 ,35.3,5/8/2015,1.31,4/27/2015 ,55.16
4/28/2015 ,35.13,5/11/2015,1.32,4/28/2015 ,55.17
4/29/2015 ,34.48,5/13/2015 ,1.38,4/29/2015 ,55.06
4/30/2015 ,33.72,5/14/2015 ,1.38,4/30/2015 ,54.34
5/1/2015,33.88,5/15/2015 ,1.34,5/1/2015,53.82
5/4/2015,32.98,5/18/2015 ,1.34,5/4/2015,54.51
5/6/2015,32.95,5/19/2015 ,1.32,5/6/2015,54.11
5/7/2015,32.75,5/20/2015 ,1.34,5/7/2015,53.49
5/8/2015,32.09,5/21/2015 ,1.36,5/8/2015,54.21
5/11/2015,31.67,5/22/2015 ,1.32,5/11/2015,54.82
5/12/2015,32.15,5/25/2015 ,1.32,5/12/2015,54.4
5/13/2015 ,32.85,5/26/2015 ,1.32,5/13/2015 ,54.44
5/14/2015 ,32.76,5/27/2015 ,1.34,5/14/2015 ,54.2
5/15/2015 ,32.86,5/28/2015 ,1.38,5/15/2015 ,54.86
5/18/2015 ,32.02,5/29/2015 ,1.34,5/18/2015 ,54.74
5/19/2015 ,31.75,6/1/2015,1.41,5/19/2015 ,55.12
5/20/2015 ,31.64,6/2/2015,1.41,5/20/2015 ,55.38
5/21/2015 ,31.97,6/3/2015,1.5,5/21/2015 ,55.28
5/22/2015 ,31.8,6/4/2015,1.43,5/22/2015 ,55.49
5/25/2015 ,32.06,6/5/2015,1.46,5/25/2015 ,55.46
5/26/2015 ,32.43,6/9/2015,1.46,5/26/2015 ,55.39
5/27/2015 ,32.26,6/11/2015,1.43,5/27/2015 ,54.95
5/28/2015 ,32.46,6/12/2015,1.41,5/28/2015 ,55.48
5/29/2015 ,32.93,6/16/2015 ,1.38,5/29/2015 ,55.42
6/1/2015,32.46,6/18/2015 ,1.46,6/1/2015,55.01
6/2/2015,32.04,6/19/2015 ,1.29,6/2/2015,55.14
6/3/2015,31.67,6/22/2015 ,1.32,6/3/2015,54.99
6/4/2015,31.25,6/23/2015 ,1.32,6/4/2015,54.99
6/5/2015,30.92,6/24/2015 ,1.36,6/5/2015,54.74
6/9/2015,30.91,6/25/2015 ,1.34,6/9/2015,54.42
6/10/2015,30.84,6/26/2015 ,1.41,6/10/2015,54.14
6/11/2015,31.56,6/29/2015 ,1.32,6/11/2015,53.95
6/12/2015,31.46,6/30/2015 ,1.27,6/12/2015,54.7
6/15/2015 ,31.6,7/1/2015,1.41,6/15/2015 ,54.18
6/16/2015 ,31.92,7/2/2015,1.34,6/16/2015 ,53.51
6/17/2015 ,32.6,7/3/2015,1.36,6/17/2015 ,54.33
6/18/2015 ,32.11,7/6/2015,1.48,6/18/2015 ,54.26
6/19/2015 ,32.5,7/7/2015,1.48,6/19/2015 ,54.58
6/22/2015 ,32.66,7/8/2015,1.41,6/22/2015 ,54.33
6/23/2015 ,33.17,7/9/2015,1.5,6/23/2015 ,55.22
6/24/2015 ,33.37,7/10/2015,1.5,6/24/2015 ,55.17
6/25/2015 ,33.18,7/13/2015 ,1.48,6/25/2015 ,54.92
6/26/2015 ,32.84,7/14/2015 ,1.48,6/26/2015 ,54.73
6/29/2015 ,31.82,7/15/2015 ,1.55,6/29/2015 ,54.19
6/30/2015 ,31.95,7/16/2015 ,1.54,6/30/2015 ,53.85
7/1/2015,32.24,7/17/2015 ,1.5,7/1/2015,53.55
7/2/2015,32.65,7/20/2015 ,1.71,7/2/2015,54.01
7/3/2015,32.2,7/21/2015 ,1.68,7/3/2015,53.73
7/6/2015,31.96,7/22/2015 ,1.69,7/6/2015,52.83
7/7/2015,32.77,7/23/2015 ,1.66,7/7/2015,53.39
7/8/2015,32.01,7/24/2015 ,1.68,7/8/2015,52.89
7/9/2015,31.96,7/27/2015 ,1.59,7/9/2015,53.12
7/10/2015,31.99,7/28/2015 ,1.59,7/10/2015,53.25
7/13/2015 ,31.65,7/29/2015 ,1.61,7/13/2015 ,53.85
7/14/2015 ,31.95,7/30/2015 ,1.54,7/14/2015 ,54.41
7/15/2015 ,32.16,7/31/2015 ,1.54,7/15/2015 ,54.76
7/16/2015 ,32.38,8/3/2015,1.5,7/16/2015 ,54.75
7/17/2015 ,32.18,8/4/2015,1.5,7/17/2015 ,55.2
7/20/2015 ,32.59,8/5/2015,1.5,7/20/2015 ,55.25
7/21/2015 ,32.79,8/6/2015,1.41,7/21/2015 ,55.38
7/22/2015 ,32.28,8/7/2015,1.24,7/22/2015 ,54.9
7/23/2015 ,31.9,8/10/2015,1.2,7/23/2015 ,54.93
7/24/2015 ,31.8,8/11/2015,1.32,7/24/2015 ,54.33
7/27/2015 ,31.86,8/12/2015,1.41,7/27/2015 ,54.29
7/28/2015 ,31.97,8/13/2015 ,1.32,7/28/2015 ,53.97
7/29/2015 ,31.99,8/18/2015 ,1.32,7/29/2015 ,54.17
7/30/2015 ,32.21,8/19/2015 ,1.24,7/30/2015 ,54.45
7/31/2015 ,32.42,8/21/2015 ,1.22,7/31/2015 ,54.65
8/3/2015,32.42,8/24/2015 ,1.31,8/3/2015,54.6
8/4/2015,32.52,8/25/2015 ,1.27,8/4/2015,54.5
8/5/2015,32.32,8/31/2015 ,1.36,8/5/2015,54.45
8/7/2015,29.9,9/1/2015,1.38,8/6/2015,54.58
8/10/2015,30.36,9/2/2015,1.32,8/7/2015,54.7
8/11/2015,29.83,9/3/2015,1.24,8/10/2015,54.6
8/12/2015,29.27,9/4/2015,1.24,8/11/2015,54.79
8/13/2015 ,29.52,9/7/2015,1.06,8/12/2015,54.16
8/14/2015 ,29.06,9/8/2015,1.09,8/13/2015 ,54.1
8/17/2015 ,29.29,9/9/2015,1.24,8/14/2015 ,54.2
8/18/2015 ,28.74,9/10/2015,1.22,8/17/2015 ,54.19
8/19/2015 ,29.6,9/11/2015,1.24,8/18/2015 ,54.46
8/20/2015 ,28.9,9/14/2015 ,1.29,8/19/2015 ,54.17
8/21/2015 ,28.12,9/15/2015 ,1.32,8/20/2015 ,53.67
8/24/2015 ,26.7,9/16/2015 ,1.43,8/21/2015 ,52.25
8/25/2015 ,27.77,9/17/2015 ,1.29,8/24/2015 ,50.11
8/26/2015 ,27.85,9/21/2015 ,1.29,8/25/2015 ,48.9
8/27/2015 ,28.34,9/23/2015 ,1.27,8/26/2015 ,49.48
8/28/2015 ,28.3,9/24/2015 ,1.15,8/27/2015 ,50.13
8/31/2015 ,27.71,9/25/2015 ,1.13,8/28/2015 ,51.4
9/1/2015,26.86,9/28/2015 ,1.2,8/31/2015 ,51.23
9/2/2015,27.2,9/29/2015 ,1.24,9/1/2015,50.66
9/3/2015,26.75,9/30/2015 ,1.45,9/2/2015,50.12
9/4/2015,26.65,10/1/2015,1.45,9/3/2015,50.39
9/7/2015,26.5,10/2/2015,1.48,9/4/2015,50.08
9/8/2015,27.31,10/5/2015,1.59,9/7/2015,49.85
9/9/2015,28.31,10/6/2015,1.66,9/8/2015,50
9/10/2015,27.43,10/7/2015,1.94,9/9/2015,51.03
9/11/2015,27.3,10/8/2015,1.94,9/10/2015,50.7
9/14/2015 ,27.56,10/9/2015,2.03,9/11/2015,50.63
9/15/2015 ,26.93,10/12/2015,2.03,9/14/2015 ,50.63
9/16/2015 ,27.66,10/13/2015 ,2.03,9/15/2015 ,50.45
9/17/2015 ,27.96,10/14/2015 ,2.12,9/16/2015 ,50.91
9/18/2015 ,28.18,10/15/2015 ,2.12,9/17/2015 ,51.48
9/21/2015 ,27.5,10/20/2015 ,1.85,9/18/2015 ,51.21
9/22/2015 ,27.61,10/21/2015 ,1.94,9/21/2015 ,50.21
9/23/2015 ,26.78,10/22/2015 ,1.94,9/22/2015 ,50.81
9/24/2015 ,27.12,10/23/2015 ,1.85,9/23/2015 ,49.34
9/25/2015 ,26.79,10/26/2015 ,1.94,9/24/2015 ,49.69
9/28/2015 ,27.18,10/27/2015 ,1.94,9/25/2015 ,49.61
9/29/2015 ,26.17,10/28/2015 ,1.94,9/28/2015 ,49.64
9/30/2015 ,26.87,10/29/2015 ,1.85,9/29/2015 ,48.41
10/1/2015,27.3,10/30/2015 ,1.85,9/30/2015 ,48.63
10/2/2015,26.72,11/2/2015,1.77,10/1/2015,49.85
10/5/2015,27.17,11/3/2015,1.77,10/2/2015,49.61
10/6/2015,27.26,11/4/2015,1.94,10/5/2015,50.35
10/7/2015,27.5,11/5/2015,1.85,10/6/2015,51
10/8/2015,27.71,11/6/2015,1.85,10/7/2015,51.15
10/9/2015,28.23,11/9/2015,1.77,10/8/2015,51.14
10/12/2015,28.13,11/10/2015,1.77,10/9/2015,52
10/13/2015 ,28.28,11/11/2015,1.68,10/12/2015,51.7
10/14/2015 ,28.42,11/12/2015,1.75,10/13/2015 ,51.76
10/15/2015 ,28.33,11/13/2015 ,1.75,10/14/2015 ,51.03
10/16/2015 ,28.44,11/16/2015 ,1.71,10/15/2015 ,51.5
10/19/2015 ,28.63,11/17/2015 ,1.71,10/16/2015 ,51.94
10/20/2015 ,28.18,11/18/2015 ,1.75,10/19/2015 ,51.99
10/21/2015 ,28.33,11/19/2015 ,1.73,10/20/2015 ,52.06
10/22/2015 ,28.37,11/20/2015 ,1.77,10/21/2015 ,51.9
10/23/2015 ,28.67,11/23/2015 ,1.66,10/22/2015 ,51.94
10/26/2015 ,28.67,11/24/2015 ,1.66,10/23/2015 ,52.8
10/27/2015 ,28.71,11/25/2015 ,1.66,10/26/2015 ,53.17
10/28/2015 ,28.52,11/26/2015 ,1.68,10/27/2015 ,53.01
10/29/2015 ,27.95,11/27/2015 ,1.73,10/28/2015 ,52.94
10/30/2015 ,26.99,11/30/2015 ,1.73,10/29/2015 ,53.33
11/2/2015,26.37,12/1/2015,1.77,10/30/2015 ,53.51
11/3/2015,26.79,12/2/2015,1.62,11/2/2015,53.04
11/4/2015,26.66,12/3/2015,1.69,11/3/2015,53.52
11/5/2015,26.44,12/4/2015,1.71,11/4/2015,53.85
11/6/2015,25.76,12/7/2015,1.71,11/5/2015,53.6
11/9/2015,25.16,12/9/2015,1.71,11/6/2015,53.36
11/10/2015,25.34,12/10/2015,1.71,11/9/2015,53.77
11/11/2015,26.02,12/11/2015,1.68,11/10/2015,53.06
11/12/2015,26.43,12/14/2015 ,1.73,11/11/2015,53.41
11/13/2015 ,26.1,12/15/2015 ,1.75,11/12/2015,53.44
11/16/2015 ,25.7,12/16/2015 ,1.75,11/13/2015 ,52.6
11/17/2015 ,26.28,12/17/2015 ,1.75,11/16/2015 ,52
11/18/2015 ,26.54,12/18/2015 ,1.75,11/17/2015 ,52.72
11/19/2015 ,27.3,12/21/2015 ,1.68,11/18/2015 ,52.97
11/20/2015 ,27.52,12/22/2015 ,1.69,11/19/2015 ,53.54
11/23/2015 ,27.63,12/23/2015 ,1.68,11/20/2015 ,53.48
11/24/2015 ,27.55,12/24/2015 ,1.68,11/23/2015 ,53.78
11/25/2015 ,27.22,12/29/2015 ,1.71,11/24/2015 ,53.35
11/26/2015 ,27.34,12/30/2015 ,1.64,11/25/2015 ,53.36
11/27/2015 ,27.12,12/31/2015 ,1.64,11/26/2015 ,53.81
11/30/2015 ,26.94,1/4/2016,1.77,11/27/2015 ,53.93
12/1/2015,27.57,1/5/2016,1.77,11/30/2015 ,53.71
12/2/2015,27.68,1/6/2016,1.77,12/1/2015,53.93
12/3/2015,27.59,1/7/2016,1.71,12/2/2015,54.07
12/4/2015,26.9,1/8/2016,1.68,12/3/2015,54.01
12/7/2015,27.05,1/11/2016,1.69,12/4/2015,52.68
12/8/2015,26.61,1/12/2016,1.69,12/7/2015,53.31
12/9/2015,26.22,1/13/2016 ,1.68,12/8/2015,53.03
12/10/2015,25.98,1/14/2016 ,1.64,12/9/2015,52.6
12/11/2015,26.01,1/15/2016 ,1.68,12/10/2015,52.37
12/14/2015 ,25.48,1/18/2016 ,1.71,12/11/2015,52.29
12/15/2015 ,25.13,1/19/2016 ,1.64,12/14/2015 ,51.41
12/16/2015 ,25.8,1/20/2016 ,1.68,12/15/2015 ,51.41
12/17/2015 ,26.32,1/21/2016 ,1.69,12/16/2015 ,52.15
12/18/2015 ,26.27,1/22/2016 ,1.71,12/17/2015 ,52.65
12/21/2015 ,26.58,1/25/2016 ,1.85,12/18/2015 ,52.04
12/22/2015 ,26.47,1/27/2016 ,1.77,12/21/2015 ,51.46
12/23/2015 ,26.67,1/28/2016 ,1.85,12/22/2015 ,51.83
12/24/2015 ,27.03,1/29/2016 ,1.85,12/23/2015 ,52.11
12/29/2015 ,27.41,2/1/2016,1.77,12/24/2015 ,52.78
12/30/2015 ,27.74,2/2/2016,1.77,12/29/2015 ,52.43
12/31/2015 ,27.71,2/3/2016,1.77,12/30/2015 ,53.03
1/4/2016,27.31,2/4/2016,1.69,12/31/2015 ,52.73
1/5/2016,26.86,2/5/2016,1.73,1/4/2016,51.83
1/6/2016,26.5,2/8/2016,1.77,1/5/2016,51.74
1/7/2016,25.66,2/9/2016,1.77,1/6/2016,51.21
1/8/2016,25.34,2/10/2016,1.85,1/7/2016,50.29
1/11/2016,24.95,2/11/2016,1.77,1/8/2016,50.12
1/12/2016,24.85,2/15/2016 ,1.69,1/11/2016,49
1/13/2016 ,25.25,2/16/2016 ,1.69,1/12/2016,48.9
1/14/2016 ,24.85,2/17/2016 ,1.85,1/13/2016 ,49.77
1/15/2016 ,24.71,2/18/2016 ,1.77,1/14/2016 ,48.35
1/18/2016 ,24.22,2/19/2016 ,1.69,1/15/2016 ,48.6
1/19/2016 ,24.4,2/22/2016 ,1.69,1/18/2016 ,48
1/20/2016 ,23.31,2/23/2016 ,1.68,1/19/2016 ,48.13
1/21/2016 ,22.93,2/24/2016 ,1.68,1/20/2016 ,46.91
1/22/2016 ,23.17,2/25/2016 ,1.66,1/21/2016 ,47.25
1/25/2016 ,23.96,2/26/2016 ,1.85,1/22/2016 ,47.5
1/27/2016 ,23.49,2/29/2016 ,1.85,1/25/2016 ,48.54
1/28/2016 ,23.85,3/1/2016,1.85,1/27/2016 ,48.39
1/29/2016 ,23.99,3/2/2016,1.77,1/28/2016 ,48.32
2/1/2016,24.4,3/3/2016,1.77,1/29/2016 ,48.37
2/2/2016,24.21,3/4/2016,1.73,2/1/2016,49.22
2/3/2016,23.48,3/7/2016,1.77,2/2/2016,49.28
2/4/2016,24.11,3/8/2016,1.77,2/3/2016,48.39
2/5/2016,23.9,3/9/2016,1.73,2/4/2016,48.97
2/8/2016,23.54,3/10/2016,1.75,2/5/2016,48.43
2/9/2016,22.61,3/11/2016,1.85,2/8/2016,47.85
2/10/2016,22.24,3/14/2016 ,1.94,2/9/2016,46.55
2/11/2016,22.53,3/15/2016 ,1.85,2/10/2016,46.47
2/12/2016,22,3/16/2016 ,1.77,2/11/2016,46
2/15/2016 ,22.66,3/17/2016 ,1.85,2/12/2016,46.11
2/16/2016 ,23.09,3/18/2016 ,1.85,2/15/2016 ,47.24
2/17/2016 ,22.96,3/21/2016 ,1.85,2/16/2016 ,47.99
2/18/2016 ,23.56,3/22/2016 ,1.85,2/17/2016 ,47.35
2/19/2016 ,23.21,3/23/2016 ,1.85,2/18/2016 ,48.66
2/22/2016 ,23.14,3/24/2016 ,1.85,2/19/2016 ,48.05
2/23/2016 ,22.94,3/29/2016 ,1.77,2/22/2016 ,48.64
2/24/2016 ,22.14,3/30/2016 ,1.77,2/23/2016 ,48.45
2/25/2016 ,22.37,3/31/2016 ,1.85,2/24/2016 ,48.11
2/26/2016 ,22.38,4/1/2016,2.03,2/25/2016 ,48.63
2/29/2016 ,22.22,4/4/2016,2.03,2/26/2016 ,49.15
3/1/2016,22.89,4/5/2016,2.21,2/29/2016 ,48.61
3/2/2016,23.91,4/6/2016,2.21,3/1/2016,48.75
3/3/2016,24.6,4/7/2016,2.12,3/2/2016,50.2
3/4/2016,24.82,4/8/2016,2.29,3/3/2016,50.26
3/7/2016,25.28,4/11/2016,2.38,3/4/2016,50.18
3/8/2016,24.78,4/12/2016,2.38,3/7/2016,50.43
3/9/2016,25.28,4/13/2016 ,2.47,3/8/2016,50.31
3/10/2016,25.29,4/14/2016 ,2.29,3/9/2016,50.2
3/11/2016,25.22,4/15/2016 ,2.38,3/10/2016,50.5
3/14/2016 ,25.55,4/18/2016 ,2.29,3/11/2016,50.5
3/15/2016 ,25.19,4/19/2016 ,2.29,3/14/2016 ,51
3/16/2016 ,25.39,4/20/2016 ,2.29,3/15/2016 ,50.54
3/17/2016 ,25.66,4/21/2016 ,2.47,3/16/2016 ,50.55
3/18/2016 ,25.84,4/22/2016 ,2.65,3/17/2016 ,51.29
3/21/2016 ,25.67,4/26/2016 ,2.65,3/18/2016 ,51.14
3/22/2016 ,25.24,4/27/2016 ,2.56,3/21/2016 ,50.94
3/23/2016 ,25.14,4/28/2016 ,2.47,3/22/2016 ,51.26
3/24/2016 ,23.83,4/29/2016 ,2.38,3/23/2016 ,51.51
3/29/2016 ,23.02,5/2/2016,2.38,3/24/2016 ,51.01
3/30/2016 ,22.93,5/3/2016,2.29,3/29/2016 ,51.26
3/31/2016 ,23.27,5/4/2016,2.38,3/30/2016 ,51.49
4/1/2016,22.63,5/5/2016,2.29,3/31/2016 ,51.29
4/4/2016,22.63,5/6/2016,2.38,4/1/2016,51.14
4/5/2016,22.29,5/9/2016,2.29,4/4/2016,51.02
4/6/2016,22.37,5/10/2016,2.29,4/5/2016,51.12
4/7/2016,22.44,5/11/2016,2.29,4/6/2016,50.51
4/8/2016,22.1,5/12/2016,2.29,4/7/2016,50.73
4/11/2016,22.07,5/13/2016 ,2.21,4/8/2016,51
4/12/2016,22.66,5/16/2016 ,2.21,4/11/2016,50.61
4/13/2016 ,23.16,5/17/2016 ,2.12,4/12/2016,50.95
4/14/2016 ,23.58,5/18/2016 ,2.03,4/13/2016 ,51.68
4/15/2016 ,23.66,5/19/2016 ,1.94,4/14/2016 ,52.16
4/18/2016 ,23.51,5/20/2016 ,1.94,4/15/2016 ,52.35
4/19/2016 ,23.87,5/23/2016 ,1.85,4/18/2016 ,51.72
4/20/2016 ,23.71,5/24/2016 ,1.75,4/19/2016 ,52.44
4/21/2016 ,24.11,5/25/2016 ,1.75,4/20/2016 ,52.65
4/22/2016 ,24.16,5/26/2016 ,1.94,4/21/2016 ,53.29
4/26/2016 ,24.06,5/27/2016 ,1.85,4/22/2016 ,52.86
4/27/2016 ,23.69,5/30/2016 ,1.94,4/26/2016 ,52.86
4/28/2016 ,23.83,5/31/2016 ,1.85,4/27/2016 ,52.6
4/29/2016 ,24.08,6/1/2016,1.94,4/28/2016 ,52.34
5/2/2016,23.54,6/2/2016,1.77,4/29/2016 ,52.17
5/3/2016,24.85,6/3/2016,1.94,5/2/2016,51.9
5/4/2016,24.7,6/6/2016,1.94,5/3/2016,51.97
5/5/2016,25.14,6/7/2016,1.94,5/4/2016,51.42
5/6/2016,24.94,6/8/2016,1.94,5/5/2016,51.33
5/9/2016,24.19,6/9/2016,2.03,5/6/2016,50.9
5/10/2016,24.5,6/10/2016,2.03,5/9/2016,51.35
5/11/2016,24.24,6/16/2016 ,1.77,5/10/2016,51.48
5/12/2016,24.11,6/17/2016 ,1.69,5/11/2016,51.76
5/13/2016 ,23.92,6/20/2016 ,1.73,5/12/2016,51.39
5/16/2016 ,24.12,6/21/2016 ,1.7,5/13/2016 ,51.28
5/17/2016 ,24.32,6/22/2016 ,1.66,5/16/2016 ,51.24
5/18/2016 ,24.5,6/23/2016 ,1.68,5/17/2016 ,51.68
5/19/2016 ,24.71,6/24/2016 ,1.62,5/18/2016 ,51.24
5/20/2016 ,24.89,6/27/2016 ,1.64,5/19/2016 ,51.16
5/23/2016 ,24.75,6/28/2016 ,1.7,5/20/2016 ,51.35
5/24/2016 ,24.58,6/29/2016 ,1.64,5/23/2016 ,51.53
5/25/2016 ,25.08,6/30/2016 ,1.64,5/24/2016 ,51.41
5/26/2016 ,25.34,7/1/2016,1.7,5/25/2016 ,52.28
5/27/2016 ,25.65,7/4/2016,1.79,5/26/2016 ,52.3
5/30/2016 ,25.49,7/5/2016,1.77,5/27/2016 ,52.78
5/31/2016 ,25.28,7/6/2016,1.77,5/30/2016 ,53.1
6/1/2016,25,7/7/2016,1.79,5/31/2016 ,53.15
6/2/2016,24.56,7/8/2016,1.77,6/1/2016,52.7
6/3/2016,24.89,7/11/2016,1.64,6/2/2016,52.44
6/6/2016,24.76,7/12/2016,1.62,6/3/2016,52.84
6/7/2016,24.66,7/13/2016 ,1.62,6/6/2016,52.68
6/8/2016,24.53,7/14/2016 ,1.64,6/7/2016,52.8
6/9/2016,24.31,7/15/2016 ,1.64,6/8/2016,53.07
6/10/2016,24.1,7/18/2016 ,1.62,6/9/2016,53.13
6/14/2016 ,23.46,7/19/2016 ,1.61,6/10/2016,52.7
6/15/2016 ,23.04,7/20/2016 ,1.62,6/14/2016 ,51.61
6/16/2016 ,22.88,7/21/2016 ,1.61,6/15/2016 ,51.2
6/17/2016 ,23.05,7/22/2016 ,1.68,6/16/2016 ,50.97
6/20/2016 ,23.67,7/25/2016 ,1.7,6/17/2016 ,51.61
6/21/2016 ,24.06,7/26/2016 ,1.7,6/20/2016 ,51.95
6/22/2016 ,24.21,7/27/2016 ,1.75,6/21/2016 ,52.2
6/23/2016 ,24.25,7/28/2016 ,1.73,6/22/2016 ,52.39
6/24/2016 ,23.25,7/29/2016 ,1.71,6/23/2016 ,52.52
6/27/2016 ,23.09,8/1/2016,1.7,6/24/2016 ,50.52
6/28/2016 ,23.11,8/2/2016,1.68,6/27/2016 ,50.22
6/29/2016 ,23.41,8/3/2016,1.64,6/28/2016 ,50.17
6/30/2016 ,23.93,8/4/2016,1.66,6/29/2016 ,51.1
7/1/2016,23.76,8/5/2016,1.64,6/30/2016 ,51.89
7/4/2016,23.56,8/8/2016,1.64,7/1/2016,51.69
7/5/2016,23.21,8/9/2016,1.66,7/4/2016,51.95
7/6/2016,22.78,8/10/2016,1.66,7/5/2016,51.54
7/7/2016,22.88,8/11/2016,1.64,7/6/2016,51.1
7/8/2016,22.94,8/12/2016,1.61,7/7/2016,51.47
7/11/2016,23.73,8/15/2016 ,1.59,7/8/2016,51.29
7/12/2016,24.01,8/16/2016 ,1.61,7/11/2016,52.13
7/13/2016 ,24.31,8/17/2016 ,1.62,7/12/2016,52.62
7/14/2016 ,24.55,8/18/2016 ,1.62,7/13/2016 ,52.98
7/15/2016 ,24.65,8/19/2016 ,1.62,7/14/2016 ,52.8
7/18/2016 ,24.76,8/22/2016 ,1.62,7/15/2016 ,52.96
7/19/2016 ,24.79,8/23/2016 ,1.64,7/18/2016 ,53.3
7/20/2016 ,25.03,8/24/2016 ,1.7,7/19/2016 ,53.38
7/21/2016 ,25.22,8/25/2016 ,1.68,7/20/2016 ,53.34
7/22/2016 ,25.11,8/26/2016 ,1.61,7/21/2016 ,53.65
7/25/2016 ,25.24,8/29/2016 ,1.61,7/22/2016 ,53.3
7/26/2016 ,25.46,8/30/2016 ,1.62,7/25/2016 ,53.62
7/27/2016 ,25.49,8/31/2016 ,1.62,7/26/2016 ,53.46
7/28/2016 ,25.57,9/1/2016,1.64,7/27/2016 ,53.71
7/29/2016 ,25.64,9/2/2016,1.7,7/28/2016 ,53.64
8/1/2016,25.58,9/5/2016,1.66,7/29/2016 ,53.54
8/2/2016,25.53,9/6/2016,1.68,8/1/2016,53.9
8/3/2016,25.03,9/7/2016,1.66,8/2/2016,53.59
8/4/2016,25,9/8/2016,1.7,8/3/2016,53
8/5/2016,25.05,9/9/2016,1.7,8/4/2016,53.16
8/8/2016,25.5,9/12/2016,1.61,8/5/2016,53.37
8/9/2016,26.23,9/13/2016 ,1.61,8/8/2016,53.83
8/10/2016,26.54,9/14/2016 ,1.61,8/9/2016,53.85
8/11/2016,26.27,9/15/2016 ,1.61,8/10/2016,54.01
8/12/2016,26.35,9/16/2016 ,1.62,8/11/2016,54.01
8/15/2016 ,26.4,9/20/2016 ,1.62,8/12/2016,54.27
8/16/2016 ,26.37,9/21/2016 ,1.59,8/15/2016 ,54.3
8/17/2016 ,26.56,9/22/2016 ,1.57,8/16/2016 ,54.18
8/18/2016 ,26.51,9/23/2016 ,1.61,8/17/2016 ,53.95
8/19/2016 ,26.47,9/26/2016 ,1.57,8/18/2016 ,54.12
8/22/2016 ,26.41,9/27/2016 ,1.59,8/19/2016 ,53.96
8/23/2016 ,26.71,9/28/2016 ,1.64,8/22/2016 ,53.75
8/24/2016 ,26.86,9/29/2016 ,1.79,8/23/2016 ,54.07
8/25/2016 ,26.64,9/30/2016 ,1.79,8/24/2016 ,53.95
8/26/2016 ,26.46,10/3/2016,1.79,8/25/2016 ,54.01
8/29/2016 ,26.27,10/4/2016,1.75,8/26/2016 ,53.96
8/30/2016 ,26.33,10/5/2016,1.79,8/29/2016 ,53.85
8/31/2016 ,26.69,10/6/2016,1.96,8/30/2016 ,54.13
9/1/2016,26.85,10/7/2016,2.05,8/31/2016 ,54.17
9/2/2016,26.63,10/10/2016,1.96,9/1/2016,54.15
9/5/2016,27.03,10/11/2016,2.14,9/2/2016,53.99
9/6/2016,27.02,10/12/2016,1.96,9/5/2016,54.5
